Channel,X,Y,Z
number,UTM [m],UTM [m],UTM [m]
4027,328793.14,4408564.51,1252.907
4028,328793.57,4408563.6,1252.902
4029,328794.01,4408562.68,1252.9
4030,328794.44,4408561.77,1252.901
4031,328794.87,4408560.86,1252.903
4032,328795.31,4408559.95,1252.907
4033,328795.74,4408559.04,1252.911
4034,328796.18,4408558.12,1252.916
4035,328796.61,4408557.21,1252.921
4036,328797.04,4408556.3,1252.927
4037,328797.48,4408555.39,1252.934
4038,328797.91,4408554.47,1252.941
4039,328798.35,4408553.56,1252.949
4040,328798.78,4408552.65,1252.956
4041,328799.21,4408551.74,1252.96
4042,328799.65,4408550.83,1252.961
4043,328800.08,4408549.91,1252.96
4044,328800.52,4408549,1252.958
4045,328800.95,4408548.09,1252.956
4046,328801.38,4408547.18,1252.954
4047,328801.82,4408546.26,1252.952
4048,328802.25,4408545.35,1252.95
4049,328802.68,4408544.44,1252.947
4050,328803.12,4408543.53,1252.945
4051,328803.55,4408542.61,1252.943
4052,328803.99,4408541.7,1252.941
4053,328804.42,4408540.79,1252.94
4054,328804.85,4408539.88,1252.939
4055,328805.29,4408538.97,1252.94
4056,328805.72,4408538.05,1252.942
4057,328806.16,4408537.14,1252.944
4058,328806.59,4408536.23,1252.947
4059,328807.02,4408535.32,1252.95
4060,328807.46,4408534.4,1252.954
4061,328807.89,4408533.49,1252.958
4062,328808.32,4408532.58,1252.962
4063,328808.76,4408531.67,1252.968
4064,328809.19,4408530.76,1252.973
4065,328809.63,4408529.84,1252.977
4066,328810.06,4408528.93,1252.98
4067,328810.49,4408528.02,1252.98
4068,328810.93,4408527.11,1252.977
4069,328811.36,4408526.19,1252.971
4070,328811.8,4408525.28,1252.961
4071,328812.23,4408524.37,1252.949
4072,328812.66,4408523.46,1252.934
4073,328813.1,4408522.55,1252.916
4074,328813.53,4408521.63,1252.901
4075,328813.97,4408520.72,1252.894
4076,328814.4,4408519.81,1252.896
4077,328814.83,4408518.9,1252.905
4078,328815.27,4408517.98,1252.92
4079,328815.7,4408517.07,1252.941
4080,328816.13,4408516.16,1252.968
4081,328816.57,4408515.25,1253.001
4082,328817,4408514.33,1253.038
4083,328817.44,4408513.42,1253.08
4084,328817.87,4408512.51,1253.127
4085,328818.3,4408511.6,1253.178
4086,328818.74,4408510.68,1253.232
4087,328819.17,4408509.77,1253.285
4088,328819.61,4408508.86,1253.336
4089,328820.04,4408507.95,1253.386
4090,328820.47,4408507.04,1253.434
4091,328820.91,4408506.12,1253.48
4092,328821.34,4408505.21,1253.525
4093,328821.78,4408504.3,1253.568
4094,328822.21,4408503.39,1253.61
4095,328822.64,4408502.47,1253.651
4096,328823.08,4408501.56,1253.69
4097,328823.51,4408500.65,1253.727
4098,328823.94,4408499.74,1253.761
4099,328824.38,4408498.83,1253.792
4100,328824.81,4408497.91,1253.82
4101,328825.25,4408497,1253.846
4102,328825.68,4408496.09,1253.87
4103,328826.11,4408495.18,1253.891
4104,328826.55,4408494.26,1253.91
4105,328826.98,4408493.35,1253.928
4106,328827.42,4408492.44,1253.944
4107,328827.85,4408491.53,1253.958
4108,328828.28,4408490.62,1253.97
4109,328828.72,4408489.7,1253.981
4110,328829.15,4408488.79,1253.989
4111,328829.58,4408487.88,1253.995
4112,328830.02,4408486.97,1253.999
4113,328830.45,4408486.05,1254
4114,328830.89,4408485.14,1253.998
4115,328831.32,4408484.23,1253.992
4116,328831.75,4408483.32,1253.983
4117,328832.19,4408482.41,1253.971
4118,328832.62,4408481.49,1253.955
4119,328833.06,4408480.58,1253.935
4120,328833.49,4408479.67,1253.91
4121,328833.92,4408478.76,1253.88
4122,328834.36,4408477.84,1253.843
4123,328834.79,4408476.93,1253.798
4124,328835.23,4408476.02,1253.742
4125,328835.66,4408475.11,1253.673
4126,328836.09,4408474.2,1253.603
4127,328836.53,4408473.28,1253.535
4128,328836.96,4408472.37,1253.468
4129,328837.39,4408471.46,1253.403
4130,328837.83,4408470.55,1253.34
4131,328838.26,4408469.63,1253.28
4132,328838.7,4408468.72,1253.231
4133,328839.13,4408467.81,1253.198
4134,328839.56,4408466.9,1253.174
4135,328840,4408465.98,1253.16
4136,328840.43,4408465.07,1253.154
4137,328840.87,4408464.16,1253.157
4138,328841.3,4408463.25,1253.168
4139,328841.73,4408462.34,1253.192
4140,328842.17,4408461.42,1253.219
4141,328842.6,4408460.51,1253.245
4142,328843.03,4408459.6,1253.272
4143,328843.47,4408458.69,1253.293
4144,328843.9,4408457.77,1253.308
4145,328844.34,4408456.86,1253.315
4146,328844.77,4408455.95,1253.313
4147,328845.2,4408455.04,1253.31
4148,328845.64,4408454.13,1253.306
4149,328846.07,4408453.21,1253.303
4150,328846.51,4408452.3,1253.299
4151,328846.94,4408451.39,1253.293
4152,328847.37,4408450.48,1253.288
4153,328847.81,4408449.56,1253.281
4154,328848.24,4408448.65,1253.273
4155,328848.68,4408447.74,1253.265
4156,328848.02,4408447.54,1253.226
4157,328847,4408447.59,1253.187
4158,328845.99,4408447.63,1253.148
4159,328844.97,4408447.68,1253.12
4160,328843.96,4408447.72,1253.099
4161,328842.94,4408447.76,1253.078
4162,328841.92,4408447.81,1253.057
4163,328840.91,4408447.85,1253.036
4164,328839.89,4408447.9,1253.016
4165,328838.87,4408447.94,1252.995
4166,328837.86,4408447.99,1252.975
4167,328836.84,4408448.03,1252.954
4168,328835.82,4408448.08,1252.932
4169,328834.81,4408448.12,1252.911
4170,328833.79,4408448.16,1252.889
4171,328832.77,4408448.21,1252.866
4172,328831.76,4408448.25,1252.843
4173,328830.74,4408448.3,1252.821
4174,328829.72,4408448.34,1252.798
4175,328828.71,4408448.39,1252.775
4176,328827.69,4408448.43,1252.754
4177,328826.67,4408448.47,1252.734
4178,328825.66,4408448.52,1252.714
4179,328824.64,4408448.56,1252.694
4180,328823.63,4408448.61,1252.676
4181,328822.61,4408448.65,1252.658
4182,328821.59,4408448.7,1252.64
4183,328820.58,4408448.74,1252.62
4184,328819.56,4408448.78,1252.599
4185,328818.54,4408448.83,1252.578
4186,328817.53,4408448.87,1252.557
4187,328816.51,4408448.92,1252.534
4188,328815.49,4408448.96,1252.511
4189,328814.48,4408449.01,1252.488
4190,328813.46,4408449.05,1252.464
4191,328812.44,4408449.09,1252.439
4192,328811.43,4408449.14,1252.414
4193,328810.41,4408449.18,1252.395
4194,328809.39,4408449.23,1252.381
4195,328808.38,4408449.27,1252.372
4196,328807.36,4408449.32,1252.366
4197,328806.34,4408449.36,1252.365
4198,328805.33,4408449.4,1252.369
4199,328804.31,4408449.45,1252.375
4200,328803.3,4408449.49,1252.381
4201,328802.28,4408449.54,1252.388
4202,328801.26,4408449.58,1252.395
4203,328800.25,4408449.63,1252.403
4204,328799.23,4408449.67,1252.41
4205,328798.21,4408449.71,1252.415
4206,328797.2,4408449.76,1252.418
4207,328796.18,4408449.8,1252.419
4208,328795.16,4408449.85,1252.419
4209,328794.15,4408449.89,1252.416
4210,328793.13,4408449.94,1252.411
4211,328792.11,4408449.98,1252.403
4212,328791.1,4408450.02,1252.393
4213,328790.08,4408450.07,1252.383
4214,328789.06,4408450.11,1252.373
4215,328788.05,4408450.16,1252.363
4216,328787.03,4408450.2,1252.354
4217,328786.01,4408450.25,1252.344
4218,328785,4408450.29,1252.335
4219,328783.98,4408450.33,1252.325
4220,328782.97,4408450.38,1252.311
4221,328781.95,4408450.42,1252.292
4222,328780.93,4408450.47,1252.267
4223,328779.92,4408450.51,1252.236
4224,328778.9,4408450.56,1252.201
4225,328777.88,4408450.6,1252.163
4226,328776.87,4408450.64,1252.122
4227,328775.85,4408450.69,1252.078
4228,328774.83,4408450.73,1252.031
4229,328773.82,4408450.78,1251.981
4230,328772.8,4408450.82,1251.933
4231,328771.78,4408450.87,1251.889
4232,328770.77,4408450.91,1251.85
4233,328769.75,4408450.95,1251.814
4234,328768.73,4408451,1251.781
4235,328767.72,4408451.04,1251.752
4236,328766.7,4408451.09,1251.725
4237,328765.68,4408451.13,1251.702
4238,328764.67,4408451.18,1251.683
4239,328763.65,4408451.22,1251.664
4240,328762.63,4408451.26,1251.645
4241,328761.62,4408451.31,1251.625
4242,328760.6,4408451.35,1251.606
4243,328759.59,4408451.4,1251.589
4244,328758.57,4408451.44,1251.572
4245,328757.55,4408451.49,1251.557
4246,328756.54,4408451.53,1251.543
4247,328755.52,4408451.57,1251.53
4248,328754.5,4408451.62,1251.519
4249,328753.49,4408451.66,1251.51
4250,328752.47,4408451.71,1251.502
4251,328751.45,4408451.75,1251.495
4252,328750.44,4408451.8,1251.488
4253,328749.42,4408451.84,1251.481
4254,328748.4,4408451.88,1251.474
4255,328747.39,4408451.93,1251.467
4256,328746.37,4408451.97,1251.46
4257,328745.35,4408452.02,1251.453
4258,328744.34,4408452.06,1251.447
4259,328743.32,4408452.11,1251.441
4260,328742.3,4408452.15,1251.436
4261,328741.29,4408452.19,1251.431
4262,328740.27,4408452.24,1251.427
4263,328739.26,4408452.28,1251.423
4264,328738.24,4408452.33,1251.42
4265,328737.22,4408452.37,1251.417
4266,328736.21,4408452.42,1251.414
4267,328735.19,4408452.46,1251.41
4268,328734.17,4408452.5,1251.402
4269,328733.16,4408452.55,1251.394
4270,328732.14,4408452.59,1251.386
4271,328731.12,4408452.64,1251.378
4272,328730.11,4408452.68,1251.371
4273,328729.09,4408452.73,1251.364
4274,328728.07,4408452.77,1251.358
4275,328727.06,4408452.81,1251.35
4276,328727.34,4408451.83,1251.332
4277,328727.63,4408450.85,1251.314
4278,328727.91,4408449.87,1251.297
4279,328728.2,4408448.89,1251.28
4280,328728.48,4408447.91,1251.263
4281,328728.77,4408446.93,1251.246
4282,328729.05,4408445.95,1251.227
4283,328729.34,4408444.97,1251.201
4284,328729.62,4408443.99,1251.17
4285,328729.91,4408443,1251.139
4286,328730.19,4408442.02,1251.108
4287,328730.48,4408441.04,1251.077
4288,328730.77,4408440.06,1251.047
4289,328731.05,4408439.08,1251.033
4290,328731.34,4408438.1,1251.028
4291,328731.62,4408437.12,1251.029
4292,328731.91,4408436.14,1251.03
4293,328732.19,4408435.16,1251.031
4294,328732.48,4408434.17,1251.031
4295,328732.76,4408433.19,1251.032
4296,328733.05,4408432.21,1251.032
4297,328733.33,4408431.23,1251.033
4298,328733.62,4408430.25,1251.039
4299,328733.9,4408429.27,1251.056
4300,328734.19,4408428.29,1251.084
4301,328734.47,4408427.31,1251.124
4302,328734.76,4408426.33,1251.176
4303,328735.04,4408425.35,1251.237
4304,328735.33,4408424.36,1251.298
4305,328735.61,4408423.38,1251.347
4306,328735.9,4408422.4,1251.383
4307,328736.18,4408421.42,1251.409
4308,328736.47,4408420.44,1251.427
4309,328736.75,4408419.46,1251.437
4310,328737.04,4408418.48,1251.441
4311,328737.33,4408417.5,1251.438
4312,328737.61,4408416.51,1251.432
4313,328737.9,4408415.53,1251.427
4314,328738.18,4408414.55,1251.421
4315,328738.47,4408413.57,1251.416
4316,328738.75,4408412.59,1251.41
4317,328739.04,4408411.61,1251.405
4318,328739.32,4408410.63,1251.4
4319,328739.61,4408409.65,1251.394
4320,328739.89,4408408.67,1251.389
4321,328740.18,4408407.68,1251.383
4322,328740.46,4408406.7,1251.378
4323,328740.75,4408405.72,1251.372
4324,328741.03,4408404.74,1251.367
4325,328741.32,4408403.76,1251.361
4326,328741.6,4408402.78,1251.355
4327,328741.89,4408401.8,1251.35
4328,328742.17,4408400.82,1251.346
4329,328742.46,4408399.84,1251.344
4330,328742.74,4408398.86,1251.343
4331,328743.03,4408397.88,1251.343
4332,328743.32,4408396.89,1251.344
4333,328743.6,4408395.91,1251.347
4334,328743.89,4408394.93,1251.351
4335,328744.17,4408393.95,1251.355
4336,328744.46,4408392.97,1251.359
4337,328744.74,4408391.99,1251.364
4338,328745.03,4408391.01,1251.368
4339,328745.31,4408390.03,1251.372
4340,328745.6,4408389.05,1251.376
4341,328745.88,4408388.06,1251.381
4342,328746.17,4408387.08,1251.385
4343,328746.45,4408386.1,1251.389
4344,328746.74,4408385.12,1251.393
4345,328747.02,4408384.14,1251.397
4346,328747.31,4408383.16,1251.401
4347,328747.59,4408382.18,1251.405
4348,328747.88,4408381.2,1251.409
4349,328748.16,4408380.22,1251.414
4350,328748.45,4408379.24,1251.424
4351,328748.73,4408378.25,1251.437
4352,328749.02,4408377.27,1251.457
4353,328749.31,4408376.29,1251.485
4354,328749.59,4408375.31,1251.531
4355,328749.88,4408374.33,1251.589
4356,328750.16,4408373.35,1251.647
4357,328750.45,4408372.37,1251.704
4358,328750.73,4408371.39,1251.725
4359,328751.02,4408370.41,1251.727
4360,328751.3,4408369.42,1251.729
4361,328751.59,4408368.44,1251.732
4362,328751.87,4408367.46,1251.734
4363,328752.16,4408366.48,1251.736
4364,328752.44,4408365.5,1251.739
4365,328752.73,4408364.52,1251.741
4366,328753.01,4408363.54,1251.744
4367,328753.3,4408362.56,1251.746
4368,328753.58,4408361.58,1251.748
4369,328753.87,4408360.59,1251.751
4370,328754.15,4408359.61,1251.753
4371,328754.44,4408358.63,1251.756
4372,328754.72,4408357.65,1251.754
4373,328755.01,4408356.67,1251.75
4374,328755.29,4408355.69,1251.746
4375,328755.58,4408354.71,1251.741
4376,328755.87,4408353.73,1251.737
4377,328756.15,4408352.75,1251.733
4378,328756.44,4408351.76,1251.728
4379,328756.72,4408350.78,1251.724
4380,328757.01,4408349.8,1251.719
4381,328757.29,4408348.82,1251.714
4382,328757.58,4408347.84,1251.713
4383,328757.86,4408346.86,1251.716
4384,328758.15,4408345.88,1251.718
4385,328758.43,4408344.9,1251.721
4386,328758.72,4408343.92,1251.723
4387,328759,4408342.93,1251.726
4388,328759.29,4408341.95,1251.729
4389,328759.57,4408340.97,1251.732
4390,328759.86,4408339.99,1251.735
4391,328760.14,4408339.01,1251.738
4392,328760.43,4408338.03,1251.734
4393,328759.42,4408338,1251.712
4394,328758.4,4408337.97,1251.689
4395,328757.39,4408337.94,1251.667
4396,328756.38,4408337.91,1251.644
4397,328755.36,4408337.88,1251.621
4398,328754.35,4408337.85,1251.599
4399,328753.34,4408337.82,1251.576
4400,328752.32,4408337.78,1251.554
4401,328751.31,4408337.75,1251.535
4402,328750.3,4408337.72,1251.517
4403,328749.28,4408337.69,1251.5
4404,328748.27,4408337.66,1251.483
4405,328747.26,4408337.63,1251.466
4406,328746.24,4408337.6,1251.449
4407,328745.23,4408337.57,1251.431
4408,328744.22,4408337.54,1251.414
4409,328743.2,4408337.51,1251.397
4410,328742.19,4408337.48,1251.38
4411,328741.18,4408337.45,1251.362
4412,328740.16,4408337.42,1251.345
4413,328739.15,4408337.39,1251.328
4414,328738.14,4408337.35,1251.31
4415,328737.13,4408337.32,1251.295
4416,328736.11,4408337.29,1251.281
4417,328735.1,4408337.26,1251.268
4418,328734.09,4408337.23,1251.258
4419,328733.07,4408337.2,1251.249
4420,328732.06,4408337.17,1251.241
4421,328731.05,4408337.14,1251.234
4422,328730.03,4408337.11,1251.227
4423,328729.02,4408337.08,1251.219
4424,328728.01,4408337.05,1251.212
4425,328726.99,4408337.02,1251.204
4426,328725.98,4408336.99,1251.194
4427,328724.97,4408336.96,1251.182
4428,328723.95,4408336.93,1251.169
4429,328722.94,4408336.89,1251.154
4430,328721.93,4408336.86,1251.137
4431,328720.91,4408336.83,1251.119
4432,328719.9,4408336.8,1251.099
4433,328718.89,4408336.77,1251.077
4434,328717.87,4408336.74,1251.053
4435,328716.86,4408336.71,1251.029
4436,328715.85,4408336.68,1251.005
4437,328714.83,4408336.65,1250.981
4438,328713.82,4408336.62,1250.958
4439,328712.81,4408336.59,1250.935
4440,328711.79,4408336.56,1250.913
4441,328710.78,4408336.53,1250.892
4442,328709.77,4408336.5,1250.871
4443,328708.76,4408336.46,1250.852
4444,328707.74,4408336.43,1250.833
4445,328706.73,4408336.4,1250.814
4446,328705.72,4408336.37,1250.795
4447,328704.7,4408336.34,1250.777
4448,328703.69,4408336.31,1250.759
4449,328702.68,4408336.28,1250.74
4450,328701.66,4408336.25,1250.721
4451,328700.65,4408336.22,1250.703
4452,328699.64,4408336.19,1250.684
4453,328698.62,4408336.16,1250.665
4454,328697.61,4408336.13,1250.646
4455,328696.6,4408336.1,1250.627
4456,328695.58,4408336.07,1250.608
4457,328694.57,4408336.03,1250.588
4458,328693.56,4408336,1250.57
4459,328692.54,4408335.97,1250.553
4460,328691.53,4408335.94,1250.538
4461,328690.52,4408335.91,1250.523
4462,328689.5,4408335.88,1250.509
4463,328688.49,4408335.85,1250.494
4464,328687.48,4408335.82,1250.48
4465,328686.46,4408335.79,1250.465
4466,328685.45,4408335.76,1250.451
4467,328684.44,4408335.73,1250.436
4468,328683.42,4408335.7,1250.421
4469,328682.41,4408335.67,1250.407
4470,328681.4,4408335.64,1250.392
4471,328680.39,4408335.6,1250.377
4472,328679.37,4408335.57,1250.362
4473,328678.36,4408335.54,1250.348
4474,328677.35,4408335.51,1250.333
4475,328676.33,4408335.48,1250.317
4476,328675.32,4408335.45,1250.295
4477,328674.31,4408335.42,1250.274
4478,328673.29,4408335.39,1250.252
4479,328672.28,4408335.36,1250.231
4480,328671.27,4408335.33,1250.209
4481,328670.25,4408335.3,1250.188
4482,328669.24,4408335.27,1250.166
4483,328668.23,4408335.24,1250.144
4484,328667.21,4408335.21,1250.123
4485,328666.2,4408335.18,1250.11
4486,328665.19,4408335.14,1250.106
4487,328664.17,4408335.11,1250.102
4488,328663.16,4408335.08,1250.099
4489,328662.15,4408335.05,1250.095
4490,328661.75,4408334.54,1250.107
4491,328661.95,4408333.54,1250.125
4492,328662.16,4408332.55,1250.143
4493,328662.37,4408331.55,1250.161
4494,328662.58,4408330.55,1250.178
4495,328662.79,4408329.56,1250.182
4496,328663,4408328.56,1250.182
4497,328663.21,4408327.57,1250.181
4498,328663.42,4408326.57,1250.179
4499,328663.63,4408325.57,1250.177
4500,328663.84,4408324.58,1250.175
4501,328664.05,4408323.58,1250.173
4502,328664.26,4408322.58,1250.171
4503,328664.47,4408321.59,1250.168
4504,328664.68,4408320.59,1250.166
4505,328664.89,4408319.6,1250.165
4506,328665.1,4408318.6,1250.171
4507,328665.31,4408317.6,1250.182
4508,328665.52,4408316.61,1250.199
4509,328665.72,4408315.61,1250.221
4510,328665.93,4408314.61,1250.25
4511,328666.14,4408313.62,1250.281
4512,328666.35,4408312.62,1250.312
4513,328666.56,4408311.63,1250.343
4514,328666.77,4408310.63,1250.375
4515,328666.98,4408309.63,1250.407
4516,328667.19,4408308.64,1250.439
4517,328667.4,4408307.64,1250.472
4518,328667.61,4408306.64,1250.505
4519,328667.82,4408305.65,1250.538
4520,328668.03,4408304.65,1250.571
4521,328668.24,4408303.66,1250.604
4522,328668.45,4408302.66,1250.637
4523,328668.66,4408301.66,1250.671
4524,328668.87,4408300.67,1250.704
4525,328669.08,4408299.67,1250.737
4526,328669.28,4408298.68,1250.77
4527,328669.49,4408297.68,1250.803
4528,328669.7,4408296.68,1250.836
4529,328669.91,4408295.69,1250.869
4530,328670.12,4408294.69,1250.899
4531,328670.33,4408293.69,1250.926
4532,328670.54,4408292.7,1250.95
4533,328670.75,4408291.7,1250.97
4534,328670.96,4408290.71,1250.985
4535,328671.17,4408289.71,1250.996
4536,328671.38,4408288.71,1251.005
4537,328671.59,4408287.72,1251.015
4538,328671.8,4408286.72,1251.024
4539,328672.01,4408285.72,1251.034
4540,328672.22,4408284.73,1251.044
4541,328672.43,4408283.73,1251.053
4542,328672.64,4408282.74,1251.063
4543,328672.84,4408281.74,1251.069
4544,328673.05,4408280.74,1251.072
4545,328673.26,4408279.75,1251.071
4546,328673.47,4408278.75,1251.063
4547,328673.68,4408277.75,1251.048
4548,328673.89,4408276.76,1251.031
4549,328674.1,4408275.76,1251.014
4550,328674.31,4408274.77,1250.997
4551,328674.52,4408273.77,1250.979
4552,328674.73,4408272.77,1250.962
4553,328674.94,4408271.78,1250.945
4554,328675.15,4408270.78,1250.928
4555,328675.36,4408269.79,1250.916
4556,328675.57,4408268.79,1250.914
4557,328675.78,4408267.79,1250.911
4558,328675.99,4408266.8,1250.908
4559,328676.2,4408265.8,1250.906
4560,328676.4,4408264.8,1250.903
4561,328676.61,4408263.81,1250.9
4562,328676.82,4408262.81,1250.898
4563,328677.03,4408261.82,1250.895
4564,328677.24,4408260.82,1250.892
4565,328677.45,4408259.82,1250.889
4566,328677.66,4408258.83,1250.889
4567,328677.87,4408257.83,1250.895
4568,328678.08,4408256.83,1250.902
4569,328678.29,4408255.84,1250.909
4570,328678.5,4408254.84,1250.916
4571,328678.71,4408253.85,1250.923
4572,328678.92,4408252.85,1250.93
4573,328679.13,4408251.85,1250.937
4574,328679.34,4408250.86,1250.944
4575,328679.55,4408249.86,1250.951
4576,328679.76,4408248.86,1250.958
4577,328679.97,4408247.87,1250.965
4578,328680.17,4408246.87,1250.971
4579,328680.38,4408245.88,1250.977
4580,328680.59,4408244.88,1250.981
4581,328680.8,4408243.88,1250.985
4582,328681.01,4408242.89,1250.988
4583,328681.22,4408241.89,1250.992
4584,328681.43,4408240.89,1250.996
4585,328681.64,4408239.9,1251
4586,328681.85,4408238.9,1251.005
4587,328682.06,4408237.91,1251.014
4588,328682.27,4408236.91,1251.023
4589,328682.48,4408235.91,1251.032
4590,328682.41,4408235.06,1251.037
4591,328681.51,4408234.62,1251.036
4592,328680.6,4408234.19,1251.036
4593,328679.7,4408233.75,1251.035
4594,328678.8,4408233.32,1251.035
4595,328677.89,4408232.89,1251.035
4596,328676.99,4408232.45,1251.035
4597,328676.09,4408232.02,1251.035
4598,328675.18,4408231.58,1251.031
4599,328674.28,4408231.15,1251.025
4600,328673.37,4408230.71,1251.018
4601,328672.47,4408230.28,1251.01
4602,328671.57,4408229.84,1251.003
4603,328670.66,4408229.41,1250.995
4604,328669.76,4408228.97,1250.987
4605,328668.86,4408228.54,1250.98
4606,328667.95,4408228.11,1250.972
4607,328667.05,4408227.67,1250.964
4608,328666.15,4408227.24,1250.957
4609,328665.24,4408226.8,1250.949
4610,328664.34,4408226.37,1250.941
4611,328663.44,4408225.93,1250.934
4612,328662.53,4408225.5,1250.926
4613,328661.63,4408225.07,1250.919
4614,328660.73,4408224.63,1250.911
4615,328659.82,4408224.2,1250.904
4616,328658.92,4408223.76,1250.897
4617,328658.02,4408223.33,1250.891
4618,328657.11,4408222.89,1250.885
4619,328656.21,4408222.46,1250.879
4620,328655.31,4408222.02,1250.874
4621,328654.4,4408221.59,1250.87
4622,328653.5,4408221.16,1250.865
4623,328652.6,4408220.72,1250.86
4624,328651.69,4408220.29,1250.855
4625,328650.79,4408219.85,1250.85
4626,328649.88,4408219.42,1250.845
4627,328648.98,4408218.98,1250.84
4628,328648.08,4408218.55,1250.836
4629,328647.17,4408218.11,1250.831
4630,328646.27,4408217.68,1250.826
4631,328645.37,4408217.25,1250.822
4632,328644.46,4408216.81,1250.823
4633,328643.56,4408216.38,1250.829
4634,328642.66,4408215.94,1250.841
4635,328641.75,4408215.51,1250.861
4636,328640.85,4408215.07,1250.882
4637,328639.95,4408214.64,1250.904
4638,328639.04,4408214.2,1250.925
4639,328638.14,4408213.77,1250.947
4640,328637.24,4408213.34,1250.969
4641,328636.33,4408212.9,1250.991
4642,328635.43,4408212.47,1251.013
4643,328634.53,4408212.03,1251.034
4644,328633.62,4408211.6,1251.052
4645,328632.72,4408211.16,1251.066
4646,328631.82,4408210.73,1251.075
4647,328630.91,4408210.29,1251.082
4648,328630.01,4408209.86,1251.088
4649,328629.11,4408209.43,1251.095
4650,328628.2,4408208.99,1251.103
4651,328627.3,4408208.56,1251.11
4652,328626.4,4408208.12,1251.118
4653,328625.49,4408207.69,1251.123
4654,328624.59,4408207.25,1251.119
4655,328623.68,4408206.82,1251.109
4656,328622.78,4408206.38,1251.099
4657,328621.88,4408205.95,1251.089
4658,328620.97,4408205.51,1251.08
4659,328620.07,4408205.08,1251.07
4660,328619.17,4408204.65,1251.06
4661,328618.26,4408204.21,1251.051
4662,328617.36,4408203.78,1251.042
4663,328616.46,4408203.34,1251.033
4664,328615.55,4408202.91,1251.024
4665,328614.65,4408202.47,1251.016
4666,328614.84,4408201.71,1251.013
4667,328615.4,4408200.85,1251.011
4668,328615.96,4408199.98,1251.009
4669,328616.52,4408199.11,1251.007
4670,328617.08,4408198.24,1251.006
4671,328617.63,4408197.37,1251.005
4672,328618.19,4408196.5,1251.004
4673,328618.75,4408195.64,1251.003
4674,328619.31,4408194.77,1251
4675,328619.87,4408193.9,1250.992
4676,328620.42,4408193.03,1250.981
4677,328620.98,4408192.16,1250.968
4678,328621.54,4408191.29,1250.953
4679,328622.1,4408190.43,1250.937
4680,328622.66,4408189.56,1250.919
4681,328623.21,4408188.69,1250.901
4682,328623.77,4408187.82,1250.883
4683,328624.33,4408186.95,1250.865
4684,328624.89,4408186.08,1250.847
4685,328625.45,4408185.22,1250.829
4686,328626.01,4408184.35,1250.811
4687,328626.56,4408183.48,1250.793
4688,328627.12,4408182.61,1250.775
4689,328627.68,4408181.74,1250.758
4690,328628.24,4408180.87,1250.74
4691,328628.8,4408180.01,1250.723
4692,328629.35,4408179.14,1250.706
4693,328629.91,4408178.27,1250.69
4694,328630.47,4408177.4,1250.675
4695,328631.03,4408176.53,1250.662
4696,328631.59,4408175.66,1250.65
4697,328632.14,4408174.8,1250.639
4698,328632.7,4408173.93,1250.63
4699,328633.26,4408173.06,1250.623
4700,328633.82,4408172.19,1250.618
4701,328634.38,4408171.32,1250.613
4702,328634.93,4408170.45,1250.552
4703,328635.49,4408169.59,1250.396
4704,328635.75,4408168.76,1250.212
4705,328635.12,4408168.06,1250.004
4706,328634.49,4408167.36,1249.798
4707,328633.86,4408166.67,1249.617
4708,328633.23,4408165.97,1249.456
4709,328632.6,4408165.27,1249.307
4710,328631.97,4408164.57,1249.168
4711,328631.34,4408163.88,1249.04
4712,328630.71,4408163.18,1248.92
4713,328630.08,4408162.48,1248.806
4714,328629.45,4408161.78,1248.697
4715,328628.82,4408161.09,1248.59
4716,328628.19,4408160.39,1248.478
4717,328627.56,4408159.69,1248.359
4718,328626.92,4408158.99,1248.234
4719,328626.29,4408158.3,1248.103
4720,328625.66,4408157.6,1247.965
4721,328625.03,4408156.9,1247.826
4722,328624.4,4408156.2,1247.686
4723,328623.77,4408155.5,1247.545
4724,328623.14,4408154.81,1247.401
4725,328622.51,4408154.11,1247.259
4726,328621.88,4408153.41,1247.125
4727,328621.25,4408152.71,1247.004
4728,328620.62,4408152.02,1246.902
4729,328619.99,4408151.32,1246.814
4730,328619.36,4408150.62,1246.735
4731,328618.73,4408149.92,1246.703
4732,328618.09,4408149.23,1246.7
4733,328617.46,4408148.53,1246.741
4734,328616.83,4408147.83,1246.787
4735,328616.2,4408147.13,1246.835
4736,328615.57,4408146.43,1246.884
4737,328614.94,4408145.74,1246.935
4738,328614.31,4408145.04,1246.988
4739,328613.68,4408144.34,1247.043
4740,328613.05,4408143.64,1247.106
4741,328612.42,4408142.95,1247.178
4742,328611.79,4408142.25,1247.258
4743,328611.16,4408141.55,1247.351
4744,328610.53,4408140.85,1247.467
4745,328609.9,4408140.16,1247.619
4746,328609.27,4408139.46,1247.814
4747,328608.63,4408138.76,1248.07
4748,328608,4408138.06,1248.487
4749,328607.37,4408137.37,1248.688
4750,328606.74,4408136.67,1248.773
4751,328606.11,4408135.97,1248.857
4752,328605.48,4408135.27,1248.936
4753,328604.85,4408134.58,1249.011
4754,328604.22,4408133.88,1249.084
4755,328603.59,4408133.18,1249.155
4756,328602.96,4408132.48,1249.225
4757,328602.33,4408131.79,1249.297
4758,328601.7,4408131.09,1249.37
4759,328601.07,4408130.39,1249.443
4760,328600.44,4408129.69,1249.519
4761,328599.81,4408128.99,1249.601
4762,328598.99,4408128.46,1249.565
